timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
53.00;69.42;1975.85;0.36;0.75;0.02;125.18;HBEFA3/PC_G_EU4;0.00;630.24;veh2;745742180_0;58.02;5.04;!veh2!var#1;5.30;veh_passenger;0.00;16.373848;48.210263
54.00;0.00;0.00;0.00;0.00;0.00;37.65;HBEFA3/Bus;0.00;0.00;bus0;694681348#4_0;57.25;26.75;!bus0!var#1;3.92;bus_bus;0.00;16.373359;48.210439
54.00;207.74;5778.35;0.93;1.25;0.32;32.21;HBEFA3/LDV_G_EU6;0.00;1843.26;motorcycle0;9226260_0;67.37;111.47;!motorcycle0!var#1;8.47;motorcycle_motorcycle;0.00;16.368625;48.208491
54.00;72.05;2052.61;0.37;0.79;0.03;125.18;HBEFA3/PC_G_EU4;0.00;654.72;veh2;745742180_0;58.17;10.27;!veh2!var#1;5.22;veh_passenger;0.00;16.373905;48.210235
55.00;29.06;14982.87;6.10;125.27;3.03;42.98;HBEFA3/Bus;0.00;4740.43;bus0;:32666355_2_0;73.85;3.91;!bus0!var#1;4.74;bus_bus;0.00;16.373408;48.210465
55.00;0.00;0.00;0.00;0.00;0.00;32.21;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;54.38;118.18;!motorcycle0!var#1;6.71;motorcycle_motorcycle;0.00;16.368674;48.208542
55.00;0.00;0.00;0.00;0.00;0.00;125.18;HBEFA3/PC_G_EU4;0.00;0.00;veh2;745742180_0;54.53;14.62;!veh2!var#1;4.35;veh_passenger;0.00;16.373952;48.210212
56.00;32.00;17922.41;6.48;145.33;3.36;75.12;HBEFA3/Bus;0.00;5670.79;bus0;4952862_0;74.90;0.69;!bus0!var#1;5.66;bus_bus;0.00;16.373477;48.210450
56.00;211.40;5869.70;0.95;1.27;0.32;32.21;HBEFA3/LDV_G_EU6;0.00;1872.40;motorcycle0;9226260_0;67.52;126.68;!motorcycle0!var#1;8.50;motorcycle_motorcycle;0.00;16.368737;48.208606
56.00;92.44;2782.89;0.48;1.15;0.05;125.18;HBEFA3/PC_G_EU4;0.00;887.65;veh2;745742180_0;60.19;19.45;!veh2!var#1;4.83;veh_passenger;0.00;16.374005;48.210187
57.00;30.23;16678.39;6.31;135.80;3.18;117.32;HBEFA3/Bus;0.00;5277.24;bus0;4952862_0;73.98;7.04;!bus0!var#1;6.34;bus_bus;0.00;16.373545;48.210415
57.00;21.64;10082.80;5.44;86.83;2.28;305.22;HBEFA3/Bus;0.00;3190.41;bus1;44072091#0_0;71.88;0.20;!bus1!var#1;8.33;bus_bus;0.00;16.379481;48.206567
57.00;0.00;0.00;0.00;0.00;0.00;32.21;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;58.58;134.64;!motorcycle0!var#1;7.95;motorcycle_motorcycle;0.00;16.368796;48.208665
57.00;0.00;0.00;0.00;0.00;0.00;125.18;HBEFA3/PC_G_EU4;0.00;0.00;veh2;745742180_0;56.54;23.90;!veh2!var#1;4.46;veh_passenger;0.00;16.374053;48.210163
58.00;39.32;25026.75;7.40;194.21;4.17;126.34;HBEFA3/Bus;0.00;7919.25;bus0;4952862_0;77.09;14.52;!bus0!var#1;7.49;bus_bus;0.00;16.373625;48.210374
58.00;21.49;9949.74;5.42;85.89;2.27;303.89;HBEFA3/Bus;0.00;3148.30;bus1;44072091#1_0;71.83;3.84;!bus1!var#1;8.32;bus_bus;0.00;16.379389;48.206609
58.00;0.00;0.00;0.00;0.00;0.00;32.97;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;60.21;142.56;!motorcycle0!var#1;7.93;motorcycle_motorcycle;0.00;16.368855;48.208725
58.00;0.00;0.00;0.00;0.00;0.00;125.21;HBEFA3/PC_G_EU4;0.00;0.00;veh2;745742180_0;56.25;27.98;!veh2!var#1;4.08;veh_passenger;0.00;16.374097;48.210141
59.00;0.00;0.00;0.00;0.00;0.00;126.22;HBEFA3/Bus;0.00;0.00;bus0;:32666488_5_0;67.00;2.41;!bus0!var#1;6.62;bus_bus;0.00;16.373696;48.210338
59.00;21.73;10162.49;5.45;87.40;2.29;303.85;HBEFA3/Bus;0.00;3215.63;bus1;44072091#1_0;71.90;12.17;!bus1!var#1;8.33;bus_bus;0.00;16.379297;48.206652
59.00;0.00;0.00;0.00;0.00;0.00;32.97;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;54.78;149.04;!motorcycle0!var#1;6.48;motorcycle_motorcycle;0.00;16.368904;48.208773
59.00;179.19;1228.61;0.64;0.31;0.17;213.70;HBEFA3/LDV_G_EU6;0.00;391.94;motorcycle1;113296985_0;55.94;2.30;!motorcycle1!var#1;0.00;motorcycle_motorcycle;0.00;16.370206;48.210766
59.00;112.04;4161.34;0.61;1.78;0.08;80.71;HBEFA3/PC_G_EU4;0.00;1327.30;veh2;:cluster_12218710644_32665502_7_0;64.43;4.94;!veh2!var#1;5.48;veh_passenger;0.00;16.374165;48.210145
60.00;24.18;11644.60;5.65;99.44;2.54;125.88;HBEFA3/Bus;0.00;3684.38;bus0;:32666488_5_0;71.82;9.23;!bus0!var#1;6.82;bus_bus;0.00;16.373770;48.210302
60.00;20.98;9498.22;5.36;82.70;2.21;303.85;HBEFA3/Bus;0.00;3005.41;bus1;44072091#1_0;71.68;20.46;!bus1!var#1;8.29;bus_bus;0.00;16.379206;48.206695
60.00;80.96;2386.12;0.34;0.58;0.10;32.97;HBEFA3/LDV_G_EU6;0.00;761.15;motorcycle0;9226260_0;60.80;155.86;!motorcycle0!var#1;6.82;motorcycle_motorcycle;0.00;16.368955;48.208824
60.00;345.85;7399.56;1.49;1.55;0.50;213.70;HBEFA3/LDV_G_EU6;0.00;2360.45;motorcycle1;113296985_0;78.66;7.04;!motorcycle1!var#1;4.74;motorcycle_motorcycle;0.00;16.370170;48.210731
60.00;0.00;0.00;0.00;0.00;0.00;49.28;HBEFA3/PC_G_EU4;0.00;0.00;veh2;30323046#0_0;55.44;0.36;!veh2!var#1;4.77;veh_passenger;0.00;16.374214;48.210172
61.00;0.00;0.00;0.00;0.00;0.00;125.60;HBEFA3/Bus;0.00;0.00;bus0;745742180_0;63.02;3.00;!bus0!var#1;5.20;bus_bus;0.00;16.373826;48.210274
61.00;0.00;0.00;0.00;0.00;0.00;303.85;HBEFA3/Bus;0.00;0.00;bus1;44072091#1_0;69.81;28.34;!bus1!var#1;7.88;bus_bus;0.00;16.379119;48.206735
61.00;205.74;5760.64;0.93;1.25;0.31;32.97;HBEFA3/LDV_G_EU6;0.00;1837.61;motorcycle0;9226260_0;67.29;164.42;!motorcycle0!var#1;8.55;motorcycle_motorcycle;0.00;16.369020;48.208887
61.00;0.00;0.00;0.00;0.00;0.00;213.70;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;113296985_0;56.83;11.49;!motorcycle1!var#1;4.45;motorcycle_motorcycle;0.00;16.370136;48.210698
61.00;80.05;2085.12;0.41;0.82;0.03;43.52;HBEFA3/PC_G_EU4;0.00;665.10;veh2;30323046#0_0;57.81;5.05;!veh2!var#1;4.68;veh_passenger;0.00;16.374258;48.210202
62.00;19.58;6914.55;5.04;67.43;2.02;125.36;HBEFA3/Bus;0.00;2187.27;bus0;745742180_0;69.00;8.06;!bus0!var#1;5.06;bus_bus;0.00;16.373881;48.210247
62.00;25.81;13608.44;5.90;112.16;2.73;303.85;HBEFA3/Bus;0.00;4306.06;bus1;44072091#1_0;72.90;36.47;!bus1!var#1;8.13;bus_bus;0.00;16.379029;48.206777
62.00;0.00;0.00;0.00;0.00;0.00;40.43;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;60.00;172.78;!motorcycle0!var#1;8.37;motorcycle_motorcycle;0.00;16.369086;48.208948
62.00;90.64;1631.03;0.34;0.42;0.09;213.70;HBEFA3/LDV_G_EU6;0.00;520.29;motorcycle1;113296985_0;58.21;15.98;!motorcycle1!var#1;4.49;motorcycle_motorcycle;0.00;16.370102;48.210665
62.00;92.24;3134.47;0.49;1.30;0.05;41.99;HBEFA3/PC_G_EU4;0.00;999.78;veh2;:1945672227_0_0;61.40;3.85;!veh2!var#1;5.38;veh_passenger;0.00;16.374308;48.210238
63.00;24.93;11693.62;5.66;101.17;2.60;125.18;HBEFA3/Bus;0.00;3699.66;bus0;745742180_0;71.67;13.46;!bus0!var#1;5.40;bus_bus;0.00;16.373940;48.210218
63.00;19.82;8380.88;5.22;74.99;2.08;303.85;HBEFA3/Bus;0.00;2651.79;bus1;44072091#1_0;71.20;44.49;!bus1!var#1;8.02;bus_bus;0.00;16.378940;48.206818
63.00;44.06;2149.86;0.20;0.55;0.06;65.47;HBEFA3/LDV_G_EU6;0.00;685.77;motorcycle0;:17322918_0_0;61.00;3.78;!motorcycle0!var#1;8.47;motorcycle_motorcycle;0.00;16.369184;48.208986
63.00;0.00;0.00;0.00;0.00;0.00;213.70;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;113296985_0;57.69;20.39;!motorcycle1!var#1;4.41;motorcycle_motorcycle;0.00;16.370068;48.210632
63.00;0.00;0.00;0.00;0.00;0.00;40.23;HBEFA3/PC_G_EU4;0.00;0.00;veh2;30323046#1_0;56.40;3.85;!veh2!var#1;4.90;veh_passenger;0.00;16.374351;48.210271
64.00;21.21;8477.67;5.24;78.24;2.20;125.18;HBEFA3/Bus;0.00;2681.98;bus0;745742180_0;69.98;18.86;!bus0!var#1;5.40;bus_bus;0.00;16.373998;48.210190
64.00;20.77;9181.07;5.32;80.74;2.19;303.77;HBEFA3/Bus;0.00;2905.00;bus1;:60428312_0_0;71.42;5.70;!bus1!var#1;7.98;bus_bus;0.00;16.378852;48.206859
64.00;0.00;0.00;0.00;0.00;0.00;70.75;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;1128049584#0_0;58.29;5.11;!motorcycle0!var#1;7.84;motorcycle_motorcycle;0.00;16.369284;48.209008
64.00;91.76;1648.00;0.35;0.42;0.09;213.70;HBEFA3/LDV_G_EU6;0.00;525.70;motorcycle1;113296985_0;58.26;24.86;!motorcycle1!var#1;4.47;motorcycle_motorcycle;0.00;16.370033;48.210599
64.00;88.64;3050.48;0.47;1.26;0.05;39.84;HBEFA3/PC_G_EU4;0.00;972.99;veh2;30323046#1_0;61.18;9.37;!veh2!var#1;5.52;veh_passenger;0.00;16.374400;48.210308
65.00;19.32;6765.85;5.02;66.19;1.99;125.18;HBEFA3/Bus;0.00;2140.25;bus0;745742180_0;69.02;24.10;!bus0!var#1;5.24;bus_bus;0.00;16.374055;48.210162
65.00;24.03;12065.62;5.70;101.17;2.54;303.65;HBEFA3/Bus;0.00;3817.83;bus1;1213571161_0;72.40;4.41;!bus1!var#1;8.12;bus_bus;0.00;16.378762;48.206901
65.00;0.00;0.00;0.00;0.00;0.00;45.60;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;1128049584#0_0;58.09;12.42;!motorcycle0!var#1;7.31;motorcycle_motorcycle;0.00;16.369366;48.209042
65.00;0.00;0.00;0.00;0.00;0.00;213.70;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;113296985_0;51.21;27.86;!motorcycle1!var#1;3.00;motorcycle_motorcycle;0.00;16.370010;48.210577
65.00;0.00;0.00;0.00;0.00;0.00;39.84;HBEFA3/PC_G_EU4;0.00;0.00;veh2;30323046#1_0;56.92;14.51;!veh2!var#1;5.14;veh_passenger;0.00;16.374445;48.210343
66.00;20.22;7513.58;5.12;71.60;2.09;124.13;HBEFA3/Bus;0.00;2376.85;bus0;:cluster_12218710644_32665502_7_0;69.38;0.73;!bus0!var#1;5.16;bus_bus;0.00;16.374113;48.210136
66.00;18.85;7515.16;5.10;68.88;1.98;303.58;HBEFA3/Bus;0.00;2377.82;bus1;1213571161_0;70.89;12.36;!bus1!var#1;7.95;bus_bus;0.00;16.378674;48.206942
66.00;0.00;0.00;0.00;0.00;0.00;45.55;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:10313413075_0_0;52.78;0.17;!motorcycle0!var#1;5.50;motorcycle_motorcycle;0.00;16.369416;48.209074
66.00;155.15;2961.14;0.63;0.68;0.19;213.70;HBEFA3/LDV_G_EU6;0.00;944.60;motorcycle1;113296985_0;63.27;32.13;!motorcycle1!var#1;4.27;motorcycle_motorcycle;0.00;16.369978;48.210545
66.00;0.00;0.00;0.00;0.00;0.00;39.41;HBEFA3/PC_G_EU4;0.00;0.00;veh2;30323046#1_0;54.89;18.86;!veh2!var#1;4.36;veh_passenger;0.00;16.374483;48.210373
67.00;21.95;9043.29;5.32;82.43;2.27;101.57;HBEFA3/Bus;0.00;2860.94;bus0;:cluster_12218710644_32665502_7_0;70.23;5.97;!bus0!var#1;5.24;bus_bus;0.00;16.374177;48.210150
67.00;23.98;12014.54;5.69;100.83;2.53;303.58;HBEFA3/Bus;0.00;3801.67;bus1;1213571161_0;72.37;20.46;!bus1!var#1;8.10;bus_bus;0.00;16.378585;48.206983
67.00;0.00;0.00;0.00;0.00;0.00;45.58;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;4998699_0;56.30;4.61;!motorcycle0!var#1;4.98;motorcycle_motorcycle;0.00;16.369458;48.209100
67.00;0.00;0.00;0.00;0.00;0.00;213.70;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;113296985_0;50.57;34.83;!motorcycle1!var#1;2.70;motorcycle_motorcycle;0.00;16.369957;48.210525
67.00;89.96;2540.80;0.47;1.04;0.04;39.34;HBEFA3/PC_G_EU4;0.00;810.43;veh2;30323046#1_0;59.31;23.51;!veh2!var#1;4.64;veh_passenger;0.00;16.374523;48.210405
68.00;22.05;9163.34;5.33;83.20;2.28;64.57;HBEFA3/Bus;0.00;2898.94;bus0;30323046#0_0;70.31;1.96;!bus0!var#1;5.32;bus_bus;0.00;16.374229;48.210182
68.00;0.00;0.00;0.00;0.00;0.00;303.51;HBEFA3/Bus;0.00;0.00;bus1;:59988382_0_0;70.36;1.47;!bus1!var#1;7.83;bus_bus;0.00;16.378498;48.207023
68.00;85.68;1790.35;0.33;0.46;0.09;44.04;HBEFA3/LDV_G_EU6;0.00;571.11;motorcycle0;4998699_0;58.88;9.70;!motorcycle0!var#1;5.10;motorcycle_motorcycle;0.00;16.369507;48.209132
68.00;122.54;1541.00;0.45;0.39;0.12;213.70;HBEFA3/LDV_G_EU6;0.00;491.58;motorcycle1;113296985_0;57.68;37.66;!motorcycle1!var#1;2.83;motorcycle_motorcycle;0.00;16.369935;48.210504
68.00;0.00;0.00;0.00;0.00;0.00;39.34;HBEFA3/PC_G_EU4;0.00;0.00;veh2;30323046#1_0;56.93;27.89;!veh2!var#1;4.39;veh_passenger;0.00;16.374562;48.210435
69.00;23.75;10734.31;5.54;94.18;2.47;45.60;HBEFA3/Bus;0.00;3396.11;bus0;:1945672227_0_0;71.17;0.93;!bus0!var#1;5.55;bus_bus;0.00;16.374281;48.210218
69.00;25.44;13261.70;5.86;109.76;2.69;302.85;HBEFA3/Bus;0.00;4196.32;bus1;768586799_0;72.76;4.46;!bus1!var#1;8.06;bus_bus;0.00;16.378407;48.207063
69.00;0.00;0.00;0.00;0.00;0.00;42.89;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;4998699_0;54.44;13.93;!motorcycle0!var#1;4.22;motorcycle_motorcycle;0.00;16.369546;48.209159
69.00;139.84;2356.15;0.55;0.56;0.16;213.70;HBEFA3/LDV_G_EU6;0.00;751.61;motorcycle1;113296985_0;61.32;41.36;!motorcycle1!var#1;3.70;motorcycle_motorcycle;0.00;16.369907;48.210477
69.00;96.03;3151.47;0.51;1.31;0.06;39.34;HBEFA3/PC_G_EU4;0.00;1005.20;veh2;30323046#1_0;61.43;33.02;!veh2!var#1;5.12;veh_passenger;0.00;16.374606;48.210470
70.00;0.00;0.00;0.00;0.00;0.00;42.33;HBEFA3/Bus;0.00;0.00;bus0;30323046#1_0;68.00;1.21;!bus0!var#1;5.18;bus_bus;0.00;16.374328;48.210253
70.00;25.75;13630.45;5.90;112.16;2.72;302.30;HBEFA3/Bus;0.00;4313.05;bus1;768586799_0;72.96;12.76;!bus1!var#1;8.30;bus_bus;0.00;16.378314;48.207104
70.00;99.88;1806.12;0.38;0.45;0.10;42.89;HBEFA3/LDV_G_EU6;0.00;576.14;motorcycle0;4998699_0;58.82;18.35;!motorcycle0!var#1;4.42;motorcycle_motorcycle;0.00;16.369587;48.209188
70.00;0.00;0.00;0.00;0.00;0.00;189.06;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;113296985_0;55.30;44.58;!motorcycle1!var#1;3.22;motorcycle_motorcycle;0.00;16.369894;48.210450
70.00;76.07;2198.35;0.39;0.86;0.03;39.34;HBEFA3/PC_G_EU4;0.00;701.21;veh2;30323046#1_0;58.53;38.17;!veh2!var#1;5.15;veh_passenger;0.00;16.374651;48.210505
70.00;41.18;2090.17;0.23;0.74;0.02;354.54;HBEFA3/PC_G_EU4;0.00;666.70;veh4;868062640_0;60.20;5.10;!veh4!var#1;7.81;veh_passenger;0.00;16.369260;48.210810
71.00;20.92;8121.42;5.20;75.92;2.16;40.75;HBEFA3/Bus;0.00;2569.21;bus0;30323046#1_0;69.71;6.38;!bus0!var#1;5.17;bus_bus;0.00;16.374373;48.210288
71.00;21.50;9942.91;5.42;85.87;2.27;302.30;HBEFA3/Bus;0.00;3146.13;bus1;768586799_0;71.82;21.05;!bus1!var#1;8.29;bus_bus;0.00;16.378221;48.207145
71.00;165.72;3890.05;0.70;0.87;0.22;58.86;HBEFA3/LDV_G_EU6;0.00;1240.91;motorcycle0;:1068425379_0_0;64.79;2.53;!motorcycle0!var#1;5.87;motorcycle_motorcycle;0.00;16.369647;48.209221
71.00;189.19;4078.47;0.79;0.90;0.25;182.66;HBEFA3/LDV_G_EU6;0.00;1301.02;motorcycle1;113296985_0;66.22;49.66;!motorcycle1!var#1;5.08;motorcycle_motorcycle;0.00;16.369890;48.210405
71.00;0.00;0.00;0.00;0.00;0.00;39.66;HBEFA3/PC_G_EU4;0.00;0.00;veh2;:32665503_0_0;54.85;0.82;!veh2!var#1;4.36;veh_passenger;0.00;16.374689;48.210535
71.00;0.00;0.00;0.00;0.00;0.00;342.81;HBEFA3/PC_G_EU4;0.00;0.00;veh4;868062640_0;56.62;12.00;!veh4!var#1;6.90;veh_passenger;0.00;16.369235;48.210870
72.00;23.03;10023.47;5.44;89.32;2.39;39.87;HBEFA3/Bus;0.00;3171.13;bus0;30323046#1_0;70.77;11.73;!bus0!var#1;5.34;bus_bus;0.00;16.374420;48.210324
72.00;22.15;10519.84;5.49;89.95;2.34;302.30;HBEFA3/Bus;0.00;3328.71;bus1;768586799_0;72.00;29.37;!bus1!var#1;8.32;bus_bus;0.00;16.378127;48.207186
72.00;0.00;0.00;0.00;0.00;0.00;119.40;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;30322208#0_0;57.88;1.18;!motorcycle0!var#1;5.64;motorcycle_motorcycle;0.00;16.369717;48.209207
72.00;0.00;0.00;0.00;0.00;0.00;145.03;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;113296985_0;53.94;53.76;!motorcycle1!var#1;4.10;motorcycle_motorcycle;0.00;16.369913;48.210373
72.00;98.15;3303.63;0.52;1.38;0.06;41.66;HBEFA3/PC_G_EU4;0.00;1053.73;veh2;30323046#2_0;61.90;1.13;!veh2!var#1;5.20;veh_passenger;0.00;16.374737;48.210569
72.00;47.56;1779.58;0.25;0.62;0.01;335.31;HBEFA3/PC_G_EU4;0.00;567.64;veh4;868062640_0;58.77;18.71;!veh4!var#1;6.71;veh_passenger;0.00;16.369200;48.210925
73.00;0.00;0.00;0.00;0.00;0.00;39.75;HBEFA3/Bus;0.00;0.00;bus0;30323046#1_0;67.80;16.69;!bus0!var#1;4.97;bus_bus;0.00;16.374464;48.210358
73.00;18.93;7669.00;5.12;69.78;1.99;302.30;HBEFA3/Bus;0.00;2426.54;bus1;768586799_0;71.07;37.53;!bus1!var#1;8.16;bus_bus;0.00;16.378036;48.207226
73.00;0.00;0.00;0.00;0.00;0.00;104.93;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;30322208#0_0;55.03;5.99;!motorcycle0!var#1;4.81;motorcycle_motorcycle;0.00;16.369776;48.209190
73.00;0.00;0.00;0.00;0.00;0.00;145.03;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;113296985_0;52.27;56.68;!motorcycle1!var#1;2.92;motorcycle_motorcycle;0.00;16.369935;48.210351
73.00;77.26;2403.97;0.41;0.95;0.03;42.98;HBEFA3/PC_G_EU4;0.00;766.79;veh2;30323046#2_0;59.28;6.51;!veh2!var#1;5.38;veh_passenger;0.00;16.374787;48.210604
73.00;69.17;3147.96;0.39;1.26;0.05;326.19;HBEFA3/PC_G_EU4;0.00;1004.08;veh4;868062640_0;61.88;25.98;!veh4!var#1;7.27;veh_passenger;0.00;16.369151;48.210981
74.00;22.17;9167.60;5.33;83.48;2.29;39.54;HBEFA3/Bus;0.00;2900.25;bus0;30323046#1_0;70.26;21.77;!bus0!var#1;5.07;bus_bus;0.00;16.374508;48.210393
74.00;0.00;0.00;0.00;0.00;0.00;302.30;HBEFA3/Bus;0.00;0.00;bus1;768586799_0;70.13;45.37;!bus1!var#1;7.84;bus_bus;0.00;16.377948;48.207265
74.00;117.52;2673.87;0.48;0.63;0.14;88.47;HBEFA3/LDV_G_EU6;0.00;852.95;motorcycle0;30322208#0_0;61.50;11.50;!motorcycle0!var#1;5.51;motorcycle_motorcycle;0.00;16.369848;48.209182
74.00;156.89;2977.01;0.63;0.68;0.19;145.03;HBEFA3/LDV_G_EU6;0.00;949.66;motorcycle1;113296985_0;63.39;60.90;!motorcycle1!var#1;4.22;motorcycle_motorcycle;0.00;16.369966;48.210320
74.00;0.00;0.00;0.00;0.00;0.00;42.84;HBEFA3/PC_G_EU4;0.00;0.00;veh2;:3666488119_0_0;56.89;3.90;!veh2!var#1;5.00;veh_passenger;0.00;16.374834;48.210637
74.00;0.00;0.00;0.00;0.00;0.00;291.86;HBEFA3/PC_G_EU4;0.00;0.00;veh4;:151007959_0_0;58.85;4.33;!veh4!var#1;7.03;veh_passenger;0.00;16.369071;48.211010
75.00;20.59;7780.68;5.15;73.63;2.12;39.34;HBEFA3/Bus;0.00;2461.35;bus0;30323046#1_0;69.47;26.80;!bus0!var#1;5.03;bus_bus;0.00;16.374552;48.210427
75.00;22.55;10685.16;5.52;91.54;2.38;302.30;HBEFA3/Bus;0.00;3380.95;bus1;768586799_0;71.86;53.27;!bus1!var#1;7.90;bus_bus;0.00;16.377859;48.207304
75.00;0.00;0.00;0.00;0.00;0.00;82.33;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:3588577431_0_0;52.56;2.98;!motorcycle0!var#1;4.14;motorcycle_motorcycle;0.00;16.369904;48.209185
75.00;128.38;2719.61;0.52;0.64;0.16;145.03;HBEFA3/LDV_G_EU6;0.00;867.54;motorcycle1;113296985_0;61.80;65.96;!motorcycle1!var#1;5.06;motorcycle_motorcycle;0.00;16.370004;48.210282
75.00;86.40;2972.36;0.46;1.22;0.05;42.59;HBEFA3/PC_G_EU4;0.00;948.07;veh2;30323046#3_0;60.97;4.49;!veh2!var#1;5.57;veh_passenger;0.00;16.374886;48.210673
75.00;69.59;3402.40;0.39;1.36;0.05;287.44;HBEFA3/PC_G_EU4;0.00;1085.23;veh4;15243469_0;62.50;4.01;!veh4!var#1;7.69;veh_passenger;0.00;16.368972;48.211027
76.00;22.61;9583.32;5.39;86.35;2.34;39.34;HBEFA3/Bus;0.00;3031.82;bus0;30323046#1_0;70.51;31.97;!bus0!var#1;5.17;bus_bus;0.00;16.374597;48.210463
76.00;20.94;9282.90;5.34;81.58;2.20;302.30;HBEFA3/Bus;0.00;2937.20;bus1;768586799_0;71.39;61.13;!bus1!var#1;7.86;bus_bus;0.00;16.377770;48.207343
76.00;0.00;0.00;0.00;0.00;0.00;71.15;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;30322208#1_0;55.91;2.06;!motorcycle0!var#1;3.73;motorcycle_motorcycle;0.00;16.369952;48.209194
76.00;84.80;1808.21;0.33;0.46;0.09;145.03;HBEFA3/LDV_G_EU6;0.00;576.81;motorcycle1;113296985_0;58.95;71.14;!motorcycle1!var#1;5.18;motorcycle_motorcycle;0.00;16.370043;48.210243
76.00;0.00;0.00;0.00;0.00;0.00;42.56;HBEFA3/PC_G_EU4;0.00;0.00;veh2;30323046#3_0;54.23;9.05;!veh2!var#1;4.57;veh_passenger;0.00;16.374928;48.210703
76.00;38.13;1789.58;0.21;0.61;0.01;289.17;HBEFA3/PC_G_EU4;0.00;570.82;veh4;15243469_0;59.48;11.55;!veh4!var#1;7.53;veh_passenger;0.00;16.368877;48.211050
77.00;22.23;9303.94;5.35;84.25;2.30;39.34;HBEFA3/Bus;0.00;2943.43;bus0;30323046#1_0;70.38;37.24;!bus0!var#1;5.27;bus_bus;0.00;16.374643;48.210499
77.00;26.56;14268.33;5.99;116.85;2.81;302.30;HBEFA3/Bus;0.00;4514.88;bus1;768586799_0;73.12;69.28;!bus1!var#1;8.15;bus_bus;0.00;16.377679;48.207383
77.00;198.99;4550.44;0.85;1.00;0.27;53.29;HBEFA3/LDV_G_EU6;0.00;1451.57;motorcycle0;30322208#1_0;66.88;7.74;!motorcycle0!var#1;5.68;motorcycle_motorcycle;0.00;16.370017;48.209220
77.00;0.00;0.00;0.00;0.00;0.00;145.03;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle1;113296985_0;49.67;74.38;!motorcycle1!var#1;3.23;motorcycle_motorcycle;0.00;16.370068;48.210219
77.00;98.85;3559.41;0.53;1.49;0.06;43.09;HBEFA3/PC_G_EU4;0.00;1135.31;veh2;:3597549490_0_0;62.64;1.80;!veh2!var#1;5.55;veh_passenger;0.00;16.374980;48.210739
77.00;48.57;2374.48;0.27;0.88;0.03;289.17;HBEFA3/PC_G_EU4;0.00;757.37;veh4;15243469_0;60.60;19.22;!veh4!var#1;7.68;veh_passenger;0.00;16.368780;48.211074
78.00;24.37;11272.53;5.61;98.02;2.54;39.51;HBEFA3/Bus;0.00;3566.43;bus0;:32665503_0_0;71.45;1.10;!bus0!var#1;5.55;bus_bus;0.00;16.374692;48.210537
78.00;23.27;11463.33;5.62;96.75;2.46;302.30;HBEFA3/Bus;0.00;3627.26;bus1;768586799_0;72.26;77.53;!bus1!var#1;8.25;bus_bus;0.00;16.377586;48.207424
78.00;0.00;0.00;0.00;0.00;0.00;44.96;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;30322208#1_0;55.19;12.62;!motorcycle0!var#1;4.88;motorcycle_motorcycle;0.00;16.370064;48.209251
78.00;171.53;3569.05;0.71;0.80;0.22;233.71;HBEFA3/LDV_G_EU6;0.00;1138.52;motorcycle1;:cluster_33182892_33196509_4_0;64.86;4.78;!motorcycle1!var#1;4.81;motorcycle_motorcycle;0.00;16.370015;48.210194
78.00;0.00;0.00;0.00;0.00;0.00;52.42;HBEFA3/PC_G_EU4;0.00;0.00;veh2;30323046#4_0;55.23;1.88;!veh2!var#1;4.77;veh_passenger;0.00;16.375032;48.210764
78.00;0.00;0.00;0.00;0.00;0.00;289.17;HBEFA3/PC_G_EU4;0.00;0.00;veh4;15243469_0;57.17;26.16;!veh4!var#1;6.94;veh_passenger;0.00;16.368692;48.211095
